日期,從帳戶,轉出金額,幣別,到帳戶,轉入金額,幣別,標籤,備註,上次更新,UUID
20240814,Bankee,1500,TWD,悠遊付錢包,1500,TWD,,,2024-08-14 20:55:21,2929C95D-9834-4FD2-ADF8-012FC2D224DE
20240812,郵局,1000,TWD,國泰子帳戶,1000,TWD,,,2024-08-12 21:02:17,38334EB9-B93A-4D16-8F05-E6E8A429FACC
20240812,台新活儲戶,4400,TWD,Bankee,4400,TWD,,,2024-08-12 21:00:27,233BDBDD-87AC-4544-AE6B-6A67035624A1
20240812,國泰子帳戶,279,TWD,群益台灣50,279,TWD,,,2024-08-12 16:19:21,0A789A55-A427-4FB4-A588-BF442301C1F6
20240810,Bankee,1500,TWD,錢包,1500,TWD,,,2024-08-10 19:12:44,DC94345C-E2EF-481C-B484-17A7E92AA260
20240809,國泰子帳戶,287,TWD,群益台灣50,287,TWD,,,2024-09-12 16:26:46,DBBC902C-2687-472C-AC66-5119558A1D10
20240808,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-08-12 22:31:21,0AC862C8-4ECB-468E-9248-3F5E3181C897
20240808,國泰子帳戶,287,TWD,群益台灣50,287,TWD,,,2024-08-08 16:25:16,0155013C-24E9-482F-9987-4F42398B7597
20240808,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-08-08 07:46:55,9590B9FE-41DC-44C2-94B5-D33B278887DB
20240807,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-08-07 14:56:24,BA1C2E4E-038F-45DC-8859-39A245D3E37A
20240806,Bankee,1000,TWD,錢包,1000,TWD,,,2024-08-06 17:29:24,E3BBEFEE-23AF-4420-B3FA-7728FA4C9FC2
20240806,郵局,20000,TWD,Bankee,20000,TWD,,,2024-08-06 13:19:59,0EF6A1C2-C35B-44D3-90AE-C9CB9C3935F8
20240805,國泰子帳戶,295,TWD,群益台灣50,295,TWD,,,2024-08-05 23:43:01,84A72572-30EA-41FB-8114-BD8F13913B32
20240727,郵局,11000,TWD,國泰子帳戶,11000,TWD,,,2024-07-28 14:08:20,3385C72E-853E-4310-8C0A-B098BD485163
20240726,國泰子帳戶,570,TWD,群益台灣50,570,TWD,,,2024-07-27 02:55:23,762F22D2-9363-490A-A892-615387444613
20240726,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-07-26 12:29:20,F737D2C9-9B71-4F76-B16A-2E13B9D09446
20240725,國泰子帳戶,3289,TWD,CUBE COMBO,3289,TWD,,自動繳款[6月08日〜7月07日],2024-07-28 14:14:03,6009551C-7A8C-4DE9-8F88-8A06742155F7
20240722,國泰子帳戶,289,TWD,群益台灣50,289,TWD,,,2024-07-27 02:56:22,82CBB5B0-CA9A-4F44-BAAA-CC313432950C
20240722,Bankee,6369,TWD,BT21,6369,TWD,,自動繳款[6月05日〜7月04日],2024-07-23 21:37:06,DD8DC313-CF3B-48B0-A72A-0990D4C7D0A3
20240719,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-07-19 13:05:55,E3E7D136-6695-4928-9B0F-B11905A854E8
20240717,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-07-17 22:35:37,5B3F0649-449A-4B99-B621-05939A809B08
20240717,Bankee,1300,TWD,錢包,1300,TWD,,,2024-07-17 14:33:05,FCA962C9-E6B1-4732-8EE5-E4A6FD121324
20240716,國泰子帳戶,96,TWD,群益台灣50,96,TWD,,,2024-07-18 21:24:57,3A52EA30-A61A-4B7E-B4E4-2DF8B8009E9F
20240716,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-08-12 22:33:46,BD7AE1E7-E9EC-41D9-BE34-D15A6D44B8D9
20240715,郵局,1000,TWD,國泰數位帳戶,1000,TWD,,,2024-07-15 19:22:42,64DCB9B6-1B16-44B3-8742-9FD0B1425FE7
20240712,國泰子帳戶,96,TWD,群益台灣50,96,TWD,,,2024-07-12 16:19:48,D6DBA493-1537-4590-A694-4D82DC0FD387
20240711,郵局,2000,TWD,國泰子帳戶,2000,TWD,,,2024-07-18 17:48:31,AAE52E0D-A10C-4C15-81A1-649AD7B2C8E4
20240708,國泰子帳戶,96,TWD,群益台灣50,96,TWD,,,2024-07-08 17:21:02,C23005C7-49F4-4B2D-9806-1635073A4A7E
20240706,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-07-06 21:46:08,1CF0CE12-D53B-4EED-BAD8-1CDED79BB8FF
20240705,Bankee,2000,TWD,錢包,2000,TWD,,,2024-07-05 15:50:05,04FC3BC1-A22D-442C-8762-3DFAA0EAC9BB
20240704,郵局,20000,TWD,Bankee,20000,TWD,,,2024-07-04 16:06:17,2A62C229-E9CC-4D64-8923-FE4DC7A3B9A8
20240704,國泰子帳戶,281,TWD,群益台灣50,281,TWD,,,2024-07-04 16:04:24,C5A85657-1570-4A97-94C7-776F36D505AF
20240703,Bankee,1000,TWD,錢包,1000,TWD,,,2024-07-03 17:26:31,7D3303FC-DFFA-4BF6-950D-4F06FCA41D4F
20240627,Bankee,1000,TWD,錢包,1000,TWD,,,2024-06-27 17:45:32,BB17A833-FE16-44C0-BAED-F6020ED11F3D
20240626,撲滿現金,500,TWD,錢包,500,TWD,,,2024-06-26 22:37:56,A248B68A-9FBF-4C8F-8A13-4F0B58D481B4
20240626,國泰子帳戶,297,TWD,群益台灣50,297,TWD,,,2024-06-26 16:59:24,017DFCE1-9C22-494D-881F-9487D97E3A30
20240625,Bankee,3000,TWD,國泰子帳戶,3000,TWD,,,2024-06-25 15:00:24,332C4032-A2FA-4CFE-BFB3-8ACC77D28232
20240625,國泰子帳戶,2456,TWD,CUBE COMBO,2456,TWD,,自動繳款[5月08日〜6月07日],2024-06-25 09:40:59,7226740A-C74E-46BE-999F-A2572B88EB2C
20240624,國泰子帳戶,92,TWD,群益台灣50,92,TWD,,,2024-06-24 17:06:33,8A34BF3B-AB0B-49E6-A8F2-8089377E356B
20240624,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-06-24 17:01:17,C507EDDA-B45E-44BA-80F3-7295909B5FA4
20240624,Bankee,1558,TWD,BT21,1558,TWD,,自動繳款[5月05日〜6月04日],2024-06-24 17:02:53,0A09D1CE-7DC1-4FE9-BA41-47E5A85AB09B
20240622,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-06-22 20:08:37,BA5A2B85-8AD5-48DD-8DBF-3E0E577F2BF6
20240620,國泰子帳戶,93,TWD,群益台灣50,93,TWD,,,2024-06-21 09:36:25,B39E3EFE-94B2-42D4-BBA4-D0A24C7C470F
20240617,國泰子帳戶,290,TWD,群益台灣50,290,TWD,,,2024-06-17 18:30:35,F8241B3D-BDB6-4BC1-B141-585024B70DAB
20240612,國泰子帳戶,282,TWD,群益台灣50,282,TWD,,,2024-06-12 18:29:45,AA040D07-A7A5-431F-98C7-CC741EACF1BF
20240611,國泰子帳戶,279,TWD,群益台灣50,279,TWD,,,2024-06-11 20:02:52,87D765EE-8E93-4F0F-9B70-6A6F8B5A40CD
20240611,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-06-11 20:02:24,5B355A7D-849B-4A27-9A87-16FA35BB9487
20240609,錢包,6000,TWD,郵局,6000,TWD,,,2024-06-09 15:41:22,C761A932-B1AA-49AF-89A6-3A5F1BBDFD71
20240604,國泰子帳戶,294,TWD,群益台灣50,294,TWD,,,2024-06-04 16:27:38,22ED4458-CCC1-4441-8657-756158BF9928
20240603,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-06-03 20:34:00,E94CCFDC-737F-4BC4-85E3-823FF22502AC
20240602,撲滿現金,600,TWD,錢包,600,TWD,,,2024-06-02 16:41:59,F11AAE1B-A377-43BE-BD73-C9A649156B79
20240601,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-06-01 12:37:10,3AE1895B-035E-4380-A5F5-0135AC9512D9
20240530,錢包,800,TWD,撲滿現金,800,TWD,,,2024-05-31 09:56:39,F5E55E5F-AC80-4BBC-930D-5D9A6116850A
20240527,國泰子帳戶,280,TWD,群益台灣50,280,TWD,,,2024-05-27 17:15:43,8C04A40D-D5D4-4175-BF1F-B3F8DAE375C5
20240525,Bankee,3000,TWD,國泰子帳戶,3000,TWD,,,2024-05-25 16:27:07,9F926F79-CA9F-494E-BC4E-F4835805286E
20240525,國泰子帳戶,2645,TWD,CUBE COMBO,2645,TWD,,自動繳款[4月08日〜5月07日],2024-05-25 16:23:18,BAD42C29-5C81-4943-A938-3B9020F18281
20240524,國泰數位帳戶,600,TWD,國泰子帳戶,600,TWD,,,2024-05-24 16:14:46,90CB6BB0-BF9E-4BEA-984E-2D6246E6426B
20240524,國泰子帳戶,295,TWD,群益台灣50,295,TWD,,,2024-05-24 16:12:17,BA679F6D-F0E3-40B1-93D1-B66CCC51897E
20240522,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-05-22 16:45:53,C224C8EB-60BC-42B6-9901-739BD45A0532
20240522,Bankee,16092,TWD,BT21,16092,TWD,,自動繳款[4月05日〜5月04日],2024-05-24 16:17:58,0099A96C-957C-4ED0-8533-74723C985527
20240520,國泰子帳戶,289,TWD,群益台灣50,289,TWD,,,2024-05-20 20:36:21,7CA25051-CC99-4D73-91E4-FF875D7859E9
20240516,國泰數位帳戶,800,TWD,國泰子帳戶,800,TWD,,,2024-05-18 19:22:26,86947985-287F-4206-8737-28066EDEC6CC
20240516,郵局,2000,TWD,國泰數位帳戶,2000,TWD,,,2024-05-18 19:21:47,970609B3-172F-40B1-8778-4F8F5D08CAA3
20240516,國泰子帳戶,290,TWD,群益台灣50,290,TWD,,,2024-05-16 16:26:07,B38E3837-6796-4113-8120-3BFFEB8D8D50
20240514,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-05-14 15:10:12,02D7866A-C160-4D4B-BE22-ADEAD8128771
20240513,郵局,25000,TWD,Bankee,25000,TWD,,,2024-05-13 20:37:40,3ED63AA0-B82C-48BF-9BFD-495B45D2EA5C
20240513,國泰子帳戶,282,TWD,群益台灣50,282,TWD,,,2024-05-13 17:03:37,D9A188D6-3D8D-400B-B74A-FCA365C7EE2C
20240513,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-05-13 12:37:45,FF3F1B39-2402-40B9-8464-C95BEC718874
20240508,國泰子帳戶,299,TWD,群益台灣50,299,TWD,,,2024-05-15 11:45:21,E56BE920-2F9D-402C-8C38-F9464EE91652
20240506,國泰子帳戶,298,TWD,群益台灣50,298,TWD,,,2024-05-15 11:44:58,F425EC48-69CA-4608-8B72-E99F148C1CAD
20240506,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-05-06 20:36:58,455C27A6-4F55-4816-9505-6EE5F190AE00
20240503,Bankee,3000,TWD,國泰子帳戶,3000,TWD,,,2024-05-03 11:34:58,11C5F002-A2D4-4ED2-8F8D-0345906A29F2
20240503,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-05-03 09:26:36,FCB4B5CB-28FE-457E-A090-8AF4F04D3A24
20240501,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-05-01 13:43:48,BEE35D09-0D90-44EC-9C8C-EE047EF51CF7
20240426,撲滿現金,500,TWD,錢包,500,TWD,,,2024-04-26 17:00:47,8ACF976D-8793-4C7C-9959-6BBE46A4209D
20240426,國泰子帳戶,291,TWD,群益台灣50,291,TWD,,,2024-04-26 16:49:15,76E70C16-D91C-4313-AFA3-96CD35E331FE
20240426,國泰數位帳戶,1000,TWD,國泰子帳戶,1000,TWD,,,2024-04-26 16:24:57,866434B9-286D-458F-A07D-53BEA8940A3A
20240424,國泰子帳戶,289,TWD,群益台灣50,289,TWD,,,2024-04-26 16:25:26,2A36E5CC-87AC-4D13-801F-0C4071EA01F9
20240424,郵局,2000,TWD,國泰數位帳戶,2000,TWD,,,2024-04-26 16:23:08,75B60DF6-B550-4A34-B038-CCD08A24EB3D
20240424,國泰子帳戶,2570,TWD,CUBE COMBO,2570,TWD,,自動繳款[3月08日〜4月07日],2024-04-25 09:07:32,C3F35B3B-31E7-4F4E-816F-A8D8C7327257
20240423,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-04-26 16:05:26,1B032567-BBBB-4C41-91F1-78107F5E3CEB
20240422,國泰子帳戶,282,TWD,群益台灣50,282,TWD,,,2024-04-22 16:50:04,E95E50C1-674E-46D0-B18C-A77B0CE0A6C5
20240422,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-04-22 14:39:17,C2461C9B-8BD5-4CC4-A058-B2B91E818F06
20240422,Bankee,3521,TWD,BT21,3521,TWD,,自動繳款[3月05日〜4月04日],2024-04-26 16:01:47,408407EE-B91D-4E24-B51F-A28BAAA13A81
20240420,撲滿現金,200,TWD,錢包,200,TWD,,,2024-04-20 18:43:44,892890F0-5E29-4495-B06E-D0EABB759203
20240420,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-04-20 13:35:10,E7DF1A0E-6E67-4E09-B01C-D2366FB284D5
20240419,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-04-26 17:21:02,8384E6DD-BEF8-4931-9AA5-D75E652EB213
20240416,國泰子帳戶,292,TWD,群益台灣50,292,TWD,,,2024-04-16 21:03:46,E334A32F-49EB-4A21-BA80-8F36377E1B72
20240415,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-04-15 22:28:42,65821984-D547-4FDE-8F83-D0AB2445A499
20240414,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-04-14 14:57:42,4B30963D-B1AC-4EAD-8E72-FB337ED8A644
20240413,郵局,20000,TWD,Bankee,20000,TWD,,,2024-04-13 21:09:19,2ACFF832-DFE6-4B10-BC52-C4E634924BBE
20240413,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-04-13 21:06:36,CAB7B6B5-C652-4A2E-950F-74DE032509CC
20240412,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-04-12 22:07:41,D796B0BE-4290-4A39-8874-1C9EC3803E21
20240412,國泰子帳戶,283,TWD,群益台灣50,283,TWD,,,2024-04-12 17:07:01,E58986EE-5A3B-4053-97A4-5DE0D3413101
20240411,郵局,1000,TWD,國泰子帳戶,1000,TWD,,,2024-04-11 16:41:10,30244062-6D99-4062-A29F-9730107DD732
20240410,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-04-10 11:48:20,39F1BAB0-CE8E-4C0E-8218-FE426ECAF441
20240408,國泰子帳戶,560,TWD,群益台灣50,560,TWD,,,2024-04-08 19:25:40,1D58079F-A7AB-4580-8E97-E67210CCEF5B
20240408,Bankee,1000,TWD,錢包,1000,TWD,,,2024-04-08 18:31:46,12BD7CFD-95DB-43A5-ADBB-A11C8F0B43AC
20240408,台新活儲戶,200,TWD,悠遊付錢包,200,TWD,,,2024-04-08 14:18:04,7BD2BA6A-C70F-4F3B-B5B4-F1963D69157D
20240407,台新活儲戶,200,TWD,悠遊付錢包,200,TWD,,,2024-04-07 23:00:27,E6AB2105-926A-42CF-99AD-BB1A19453B0B
20240405,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-04-05 19:59:43,3755958F-3070-4457-AFC2-70C6FC082EB9
20240405,台新活儲戶,200,TWD,悠遊付錢包,200,TWD,,,2024-04-05 12:16:26,D4AA377E-359E-4DBB-BE8A-FBB6B33A265C
20240328,iPASS MONEY,20,TWD,錢包,20,TWD,,,2024-03-28 12:49:17,D6FED581-9816-418C-87CC-2CD0460B1A9B
20240326,國泰子帳戶,99,TWD,群益台灣50,99,TWD,,,2024-03-26 18:53:41,42F6D9F7-7FA8-4845-B5C1-806ACCE6AD23
20240325,國泰子帳戶,80,TWD,群益台灣50,80,TWD,,,2024-03-25 16:58:28,AC2298C9-3745-4691-98B1-1F09F4E002BC
20240323,郵局,500,TWD,國泰數位帳戶,500,TWD,,,2024-03-23 16:28:30,2847C0BE-5871-46D1-9412-D254BEF1D988
20240322,Bankee,2000,TWD,錢包,2000,TWD,,,2024-03-22 12:19:16,BBC5DE21-1B6A-47A3-8D79-513B3228E5A7
20240321,Bankee,5770,TWD,BT21,5770,TWD,,,2024-03-22 10:16:12,2EA0C8A0-BD96-4A54-B160-466C96EB6849
20240320,國泰子帳戶,98,TWD,群益台灣50,98,TWD,,,2024-03-20 16:49:50,25EAC017-C3D0-4EE2-8567-EF0BE2432E1E
20240320,台新活儲戶,200,TWD,悠遊付錢包,200,TWD,,,2024-03-20 11:33:28,76B1B387-DC3F-45B9-B4D4-17EB7F8D4088
20240319,台新活儲戶,200,TWD,悠遊付錢包,200,TWD,,,2024-03-19 12:37:54,67BA2042-3FB8-4EF0-A21C-70DA3F175615
20240318,國泰子帳戶,292,TWD,群益台灣50,292,TWD,,,2024-03-18 20:08:49,09E60152-D294-4BFC-BC25-1F7D0FE86A61
20240318,台新活儲戶,100,TWD,悠遊付錢包,100,TWD,,,2024-03-18 15:15:19,C19FB386-60B8-48C7-A12D-40D19530C021
20240318,錢包,10000,TWD,郵局,10000,TWD,,金禧押金,2026-06-17 19:58:52,6D709494-8B62-4EA5-8828-B0BC67205493
20240318,撲滿現金,500,TWD,錢包,500,TWD,,,2024-03-18 11:51:32,503BB544-2D8B-4311-8390-918E511632FA
20240318,Bankee,9000,TWD,錢包,9000,TWD,,,2024-03-18 11:50:30,DEB71DCB-D9D2-4338-B3CA-CC31BAE6A267
20240316,郵局,2000,TWD,國泰子帳戶,2000,TWD,,,2024-03-16 16:00:29,9FEB46B4-01A7-4AF4-9A22-CC74C768B9F9
20240316,國泰數位帳戶,4637,TWD,國泰子帳戶,4637,TWD,,,2024-03-16 15:58:49,D63E4B35-0358-4307-A01F-D92E897904BB
20240316,Bankee,1000,TWD,錢包,1000,TWD,,,2024-03-16 12:00:30,F90157E1-9275-4E6D-AD68-901F09053B19
20240315,撲滿現金,300,TWD,錢包,300,TWD,,,2024-03-15 10:06:31,45C0CD23-0A22-475F-AE96-316035B7E74C
20240314,郵局,20000,TWD,Bankee,20000,TWD,,,2024-03-14 09:43:13,016EDFBA-021D-462E-9003-A269F3351560
20240313,撲滿現金,500,TWD,錢包,500,TWD,,,2024-03-13 15:03:10,5A6567E8-C08A-459A-B4EE-F196A992B92C
20240312,撲滿現金,1000,TWD,錢包,1000,TWD,,,2024-03-12 19:49:22,FA74835C-BD8F-4B34-9018-5FCC2FE8D209
20240312,國泰子帳戶,98,TWD,群益台灣50,98,TWD,,,2024-03-12 16:56:01,4EA72CAE-D34B-4AAF-BFD9-10DCE612CFB7
20240309,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-03-09 00:15:04,1A9982BE-7885-416E-92C3-A6EE87288896
20240308,國泰子帳戶,99,TWD,群益台灣50,99,TWD,,,2024-03-08 16:27:54,5B3D8F55-5680-4FA5-B3BE-41976CAA723D
20240306,國泰子帳戶,6257,TWD,CUBE COMBO,6257,TWD,,三月份帳單（截至3/6單人房）,2024-03-16 16:46:16,1A233939-956C-4A60-9CCF-930F8745C12F
20240306,Bankee,800,TWD,錢包,800,TWD,,,2024-03-09 10:07:57,48074C03-4B5F-4EBF-A5D3-1187E041611C
20240304,國泰子帳戶,299,TWD,群益台灣50,299,TWD,,,2024-03-04 16:40:29,571C1373-46CE-431B-916E-4066384568B4
20240301,國泰數位帳戶,1157,TWD,國泰子帳戶,1157,TWD,,,2024-03-01 13:54:56,B21E6EFA-9CDB-4668-B873-ED76834FD676
20240228,台新活儲戶,2000,TWD,錢包,2000,TWD,,,2024-02-28 14:12:56,19B91CCF-9002-4067-9A01-12605C0C774F
20240228,Bankee,15000,TWD,郵局,15000,TWD,,,2024-02-28 14:06:26,87A257B6-3DF2-44B2-A893-DD3E4D024A69
20240226,國泰子帳戶,592,TWD,群益台灣50,592,TWD,,,2024-02-26 21:02:30,38619B1F-DAE6-40EF-A38F-3432D697CD70
20240224,撲滿現金,1500,TWD,錢包,1500,TWD,,,2024-02-24 06:11:27,8201AE1F-4491-4BD6-97A5-28289DAE134C
20240221,郵局,10000,TWD,Bankee,10000,TWD,,,2024-02-23 20:34:18,8163B481-4A24-4D6F-BA8F-177CC4D3BA67
20240220,國泰子帳戶,292,TWD,群益台灣50,292,TWD,,,2024-02-20 16:42:13,3F952B86-D369-47F4-A83B-30EECE95B19A
20240217,國泰數位帳戶,10000,TWD,Bankee,10000,TWD,,,2024-02-17 17:09:58,97F29234-333D-4AC1-BBE8-6FAE03BC4263
20240217,國泰數位帳戶,1000,TWD,國泰子帳戶,1000,TWD,,,2024-02-17 16:56:17,61AE0374-8039-47E0-B731-2F869B6117B5
20240217,錢包,5000,TWD,國泰數位帳戶,5000,TWD,,,2024-02-17 16:28:59,91B3346F-E813-40B6-B6B2-712CB369EED0
20240216,郵局,1000,TWD,Bankee,1000,TWD,,,2024-02-16 17:34:25,CDC535E1-230A-4CB0-9DD2-B963B5604E94
20240216,國泰子帳戶,289,TWD,群益台灣50,289,TWD,,,2024-02-16 17:32:21,BAA7F8C2-C64C-4CE4-8DBE-7F06B976F427
20240215,國泰子帳戶,578,TWD,群益台灣50,578,TWD,,,2024-02-15 20:41:42,9587B9A1-0E7B-4145-8759-B1CCD3825485
20240215,台新活儲戶,200,TWD,悠遊付錢包,200,TWD,,,2024-02-15 01:58:19,C370C9DC-02AE-4A8B-A62D-A21131266075
20240210,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-02-10 15:36:18,D688226A-EC37-4764-8A43-CEB7238EBE5B
20240207,Bankee,15000,TWD,郵局,15000,TWD,,,2024-02-07 22:26:27,984AFA5D-AD02-4BFF-8BAC-87B4AF02624A
20240207,Bankee,2000,TWD,錢包,2000,TWD,,,2024-02-07 21:23:46,E7442B6C-FCD1-4885-ADCD-D7B313495014
20240206,Bankee,2931,TWD,BT21,2931,TWD,,,2024-03-16 16:24:25,C9C07AE2-DFDF-4E87-8839-50A51684E08D
20240205,郵局,3766,TWD,Bankee,3766,TWD,,,2024-02-05 19:13:03,9F761908-4758-4E59-82D2-99CE97999278
20240205,國泰子帳戶,296,TWD,群益台灣50,296,TWD,,,2024-02-05 19:10:08,D74EF352-7866-497B-82EC-B77D8C4A6C3F
20240131,國泰數位帳戶,1939,TWD,CUBE COMBO,1939,TWD,,二月份帳單（截至1/31全聯）,2024-03-16 16:46:47,995D8D74-0F5C-4782-A887-8BDC668A1B1D
20240131,錢包,2000,TWD,郵局,2000,TWD,,,2024-01-31 17:56:23,37D75143-414C-4EF5-97BA-851DAABC029B
20240131,撲滿現金,1000,TWD,郵局,1000,TWD,,,2024-01-31 17:56:15,90FB3AC0-B2E0-4F50-BECC-92688CA794B5
20240129,郵局,5078,TWD,Bankee,5078,TWD,,,2024-01-29 14:53:20,28BF6E16-64D7-4650-BB31-7577E4E1B6D2
20240128,國泰數位帳戶,700,TWD,國泰子帳戶,700,TWD,,,2024-01-28 13:57:34,E2B46C6E-8C7C-4F3C-A27F-068A4052572E
20240118,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-01-18 18:17:59,3C3373B4-2A30-461C-BDD6-A8D108D74A52
20240115,郵局,2000,TWD,國泰子帳戶,2000,TWD,,,2024-01-15 15:24:43,8B2F8F89-7396-410C-94DD-11C1CE8FD380
20240115,國泰子帳戶,12293,TWD,CUBE COMBO,12293,TWD,,,2024-01-15 15:24:08,809DEEA1-A701-402C-87F8-774258CCC67B
20240115,Bankee,12000,TWD,國泰子帳戶,12000,TWD,,,2024-01-15 15:24:17,C078F5C8-DC6E-4C68-8A6B-9D4B057E30CA
20240113,國泰數位帳戶,10000,TWD,Bankee,10000,TWD,,,2024-01-15 15:02:39,41B20ED8-99BE-4A74-AAEC-E522192AA9F0
20240110,Bankee,1500,TWD,錢包,1500,TWD,,,2024-01-10 18:55:10,BD090404-059D-4D2B-9D67-6A3817847731
20240108,郵局,20000,TWD,國泰子帳戶,20000,TWD,,,2024-01-09 17:00:34,861A76A2-4DA4-4A79-9F10-8CACEB7F5983
20240107,Bankee,20000,TWD,國泰子帳戶,20000,TWD,,,2024-01-15 15:02:10,F4285261-5010-4710-808B-7F432065BB27
20240102,錢包,300,TWD,撲滿現金,300,TWD,,,2024-01-02 02:00:54,735A4EEB-80F7-4670-9DA2-DC135C9BD209
20231231,國泰子帳戶,40000,TWD,國泰數位帳戶,40000,TWD,,,2024-01-01 20:17:04,003B1BF9-7E16-4DF8-9489-1A9276A7B8A9
20231230,撲滿現金,2000,TWD,錢包,2000,TWD,,,2023-12-31 00:01:52,EDC47DC4-FCC8-4715-888A-7C304329008A
20231228,錢包,3100,TWD,撲滿現金,3100,TWD,,,2023-12-28 21:52:39,F4A1E406-6B7D-4D16-942F-5F35DF3DC9FC
20231228,撲滿現金,430,TWD,錢包,430,TWD,,,2023-12-28 17:47:22,140498E7-3577-432F-85A5-C9221EB0DFB6
20231217,錢包,1400,TWD,撲滿現金,1400,TWD,,,2023-12-17 20:38:42,87F4759F-9012-46E2-AB9A-66CC9D865C76
20231216,郵局,800,TWD,國泰數位帳戶,800,TWD,,,2023-12-16 18:30:46,AD49C1FD-FAF0-4D11-B60F-D767C642CE67
20231215,Bankee,2000,TWD,錢包,2000,TWD,,,2023-12-15 19:35:17,F23C3798-9C18-4417-8561-147D75577D22
20231215,撲滿現金,200,TWD,錢包,200,TWD,,,2023-12-15 16:15:35,D2B8CEA0-3DBB-44B6-8BDD-F674696BC7DD
20231210,CUBE COMBO,300,TWD,點點卡,300,TWD,,11月卡費,2024-01-15 15:14:53,14BD4F77-02B6-4680-A382-7A70E7804FBC
20231210,國泰子帳戶,6008,TWD,CUBE COMBO,6008,TWD,,11月卡費,2024-01-15 15:13:28,14C8EAB3-F4BD-406C-89FE-66829197E3C5
20231210,Bankee,6500,TWD,國泰子帳戶,6500,TWD,,,2023-12-10 01:35:53,2CC81743-3DC9-4E21-9A08-DBAEE20239CB
20231204,郵局,16640,TWD,Bankee,16640,TWD,,,2023-12-04 11:19:17,222DF854-DC4C-43B2-BE0F-3FA1F0755C6E
20231203,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2023-12-10 12:12:40,4761DD62-8999-46F0-8425-727878072F07
20231203,Bankee,2000,TWD,錢包,2000,TWD,,,2023-12-03 19:59:33,1C45F13A-62F9-4B91-8B0D-63EC5B8845F8
20231203,撲滿現金,100,TWD,錢包,100,TWD,,,2023-12-03 13:29:35,FC55010F-8384-4372-BB6E-FE0DC3F36B62
20231130,撲滿現金,1000,TWD,錢包,1000,TWD,,,2023-11-30 18:22:49,703D1DCA-45E9-467B-BC63-FCA3D5A57C73
20231128,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2023-11-28 12:21:28,09CF4848-C11D-46DC-A4F4-C7A46404D0DF
20231125,撲滿現金,400,TWD,錢包,400,TWD,,,2023-11-25 17:00:06,A61E1B31-815B-4632-AAC2-9917370AA36D
20231122,錢包,1600,TWD,撲滿現金,1600,TWD,,,2023-11-22 17:52:32,2B3D2F6F-42DB-4D3A-8221-0805E95B9512
20231122,國泰數位帳戶,2000,TWD,錢包,2000,TWD,,,2023-11-22 17:26:44,84770A7D-E22A-4FB6-A36A-1720BA211563
20231122,郵局,3000,TWD,國泰數位帳戶,3000,TWD,,,2023-11-22 17:26:26,CEE794E5-195C-45F5-9CCF-9EFB107847C4
20231118,郵局,1000,TWD,國泰數位帳戶,1000,TWD,,,2023-11-18 18:46:48,8D92C467-532E-481F-B295-801548B9AB02
20231117,國泰子帳戶,8470,TWD,CUBE COMBO,8470,TWD,,,2023-11-17 17:42:16,7BE756D5-6658-40A5-8212-286FDAE12495
20231117,Bankee,2000,TWD,錢包,2000,TWD,,,2023-11-17 12:31:12,438BBADC-A722-4C28-BFFC-DE08550BCF84
20231116,撲滿現金,24,TWD,錢包,24,TWD,,,2023-11-16 21:42:01,652CDB8C-EA3B-4264-8ED5-AA9AD16FCAFA
